Translation,Target
"
In the case of those children who are slow to speak or unclear, 1 teaspoon of the juice of paddy kuni leaves is heated and when it is cooled, 20/25 drops of honey mixed with cold milk and fed for a few days cures the problem.",1
Taking 2 spoons of thankuni juice with little sugar gives immediate relief in cough. After 1 week you will be completely cured.,1
"Chewing 5/7 Thankuni leaves every morning for 7 days cures dysentery. Or, take two spoonfuls twice a day of the juice of Thankuni leaves mixed with sugar to cure dysentery.",1
"
Stomach ache is cured by eating Thankuni leaves mashed with hot rice.",1
"Every morning 1 spoon of thankuni juice, 5/6 drops of turmeric juice (for children's liver problems) with little sugar and honey for 1 month cures liver problems.
Sweetness: If the mouth is dirty, the sweetness is reduced, then 5-6 teaspoons of Thankuni leaf juice should be taken with milk. You will get benefits if you do it regularly. """,1
"
Boil the whole plant including the roots and wash the infected wounds with that water.",1
Mouth sores: Gargle with boiled water of thankuni leaves.,1
"if you have memory problems , mix half a cup of milk, juice of 2-3 leaves of Thankuni leaves and a teaspoon of honey.",1
"If the nose is blocked due to cold, if there is a cold, taking the fine powder of the roots and stems of Thankuni is beneficial.",1
"
If stomach upset, grind 10 leaves of tulsi with little cumin seeds and eat 3-4 times loose motion will stop.",1
"In case of fever, mix tulsi leaves, red pepper and misri in water and boil it well Or mix the three ingredients to make a pill Take the pill three to four times a day with water The fever will be cured soon",1
Chew 5-7 Tulsi leaves daily to increase intelligence and memory.”,1
Tulsi seeds become slippery when soaked in water. Mixing sugar in this water and drinking it like a sherbet is especially beneficial in burning pain caused by urination.,1
"A decoction of tulsi leaves, cardamom powder and a spoonful of sweetmeat can be consumed for as long as possible. It is very sensual. Drinking one inch of tulsi root every day cures impotence.",1
If any part of the body is burnt then apply Tulsi juice and coconut oil to reduce the burning sensation.The burnt area will dry up quickly There will be no stains,1
"The coronavirus that has spread worldwide, directly affects our respiratory and lungs. That's why it's very important to take care of your lungs",0
Some women who have been vaccinated are reporting that their menstruation has increased and menstruation times have changed.,0
"To many people, omicron will seem like the common cold. Many have reported dry throats, runny noses, joint pains, or headaches after exposure to Omicron.",0
"All types of viruses quickly adapt or spread themselves. As a result, these new variants of coronavirus are born.",0
"If you have diabetes or polyuria, the body's immune system naturally decreases. If infected with coronavirus, it decreases further.",0
"Symptoms commonly experienced by patients infected with black fungus include:
Nasal congestion and nosebleeds
",0
"Symptoms commonly experienced by patients infected with black fungus include:
Eye pain and eye swelling",0
"Symptoms commonly experienced by patients infected with black fungus include:

Drooping eyelids",0
"Symptoms commonly experienced by patients infected with black fungus include:

Blurred vision in the eyes, which later leads to loss of vision
",0
"Symptoms commonly experienced by patients infected with black fungus include:

Black spots appear around the skin of the nose
",0
The World Health Organization says there is no evidence that AstraZeneca's vaccine causes blood clots and that no country should stop giving the vaccine for Covid-19.,0
Researchers have recently found that lungs can remain injuries even after three months of coronavirus infection!  😨  😨 😨,0
Experts say many of the monkeypox victims are gay or bisexual youth or youth,0
Psychiatrist Dr Mekhla Sarkar tells the BBC that depression is a natural reaction of the human mind. A Person's mind may be depressed due to unfulfilled expectations or similar reasons.,0
There is no alternative to increasing the body's immunity to fight Coronavirus.,0
"Scientists have researched, through oral sex, women can get a disease called 'BV' and they can also suffer from other sexually transmitted diseases.",0
"A study found that death rates from coronavirus varied by age and sex, and at least 9 in 10 people who died had a pre-existing health condition.",0
"
The World Health Organization says it has no evidence that people who have recovered have developed immunity to Covid.",0
"
Dengue: Even if the fever subsides, one should continue with the doctor's advice because dengue can occur multiple times.",0
"
Children should be kept inside mosquito nets day and night. It is especially important to keep newborn babies inside mosquito nets all the time. Besides, if a child comes to the hospital for treatment of other diseases, then he should also be kept inside the mosquito net. Because if an Aedes mosquito bites a Person with dengue and then bites a child, the dengue virus can also spread in his body.",0
"If the baby's mother is infected with dengue, the virus does not pass into the mother's breast milk. So the mother can breastfeed her baby in affected condition.",0
"Since dengue is a viral disease, the fever in this disease can usually be 101, 102 and 103 degrees Fahrenheit. However, dengue does not mean that there will be severe fever. Many children are diagnosed with dengue even when the fever is below 100.",0
"Basically, Dr. Abu Talha divided this fever of dengue into three parts.

First is the febrile phase - when the child's dengue fever lasts for 2 to 3 days or more.
Second afebrile phase - during which the child no longer has a fever. Usually its duration is 2-3 days.
Third convalescent phase - when the rash appears on the baby's body. Its duration is 4-5 days.",0
"
Doctors give paracetamol or antibiotic medicine to children after understanding the type of dengue.",0
"Common symptoms of dengue are fever. Temperatures may range from 101 degrees to 102 degrees. Fever may persist, and fever may recur after fever is relieved by sweating. It can be accompanied by body aches, headaches, pain behind the eyes and red spots on the skin (rash). But even if these are not there can be dengue.",0
Professor Abdullah advises to consult a doctor immediately if you are affected by fever.,0
