Text,Target
"রসুন ও মধুর মিক্সারের সবচেয়ে বড় উপকার হলো 
 পুরুষের যৌণ ক্ষমতা বাড়ায়।",1
"প্রতিটি মানুষ চায় কিভাবে রোগ প্রতিরোধে ক্ষমতা বাড়িয়ে তুলবে, কিভাবে নিজের ব্লাড প্রেসার নিয়ন্ত্রনে রাখা যাবে ও অ্যালার্জি জনিত সমস্যা গুলো প্রতিকার করতে পারবে। এই প্রতিকারের জন্যই রয়েছে- ""RESERVE DIETARY SUPPLEMENT",1
"কিসমিস আল্লাহ্-পাকের দেয়া একটি বিশেষ নিয়ামাত, এর মধ্যে রয়েছে অনেক রোগের শেফা। 
 শরীরে আয়রনের ঘাটতি দূর করার পাশাপাশি রক্তে লাল কণিকার পরিমাণ বাড়ায় কিসমিস। শুকনো কিসমিস খাওয়ার পরিবর্তে ভিজিয়ে খেলে উপকার বেশি।",1
কিসমিস ভেজানো পানি রক্ত পরিষ্কার করতে সাহায্য করে।,1
"প্রতিদিন কিসমিসের পানি খেলে কোষ্ঠকাঠিন্য, অ্যাসিডিটি থেকে মুক্তি পাবেন ওষুধ ছাড়াই।",1
নিয়মিত কিসমিস খেলে কোষ্ঠকাঠিন্য কমে। আপনি যদি পেটের সমস্যায় নিয়মিত ভোগেন তাহলে প্রতিদিন সকালে খালিপেটে ভেজানো কিসমিস খান। যারা কোষ্ঠকাঠিন্যে কষ্ট পান তারা ওষুধের বদলে নিয়মিত কিসমিস খেয়ে দেখতে পারেন ইনশা-আল্লাহ।,1
"ডিটক্স ফুট প্যাচের (Detox Foot Patch)উপকারিতা
 লিভারকে বিষাক্ত তরল পদার্থ থেকে পরিস্কার রাখে।",1
ডিটক্স ফুট প্যাচে কঠিন ব্যাকটেরিয়া ও ভয়ানক আই ভাইরাস কে তরল আকারে বের করে।,1
ডিটক্স ফুট প্যাচে সাইনাসের সমস্যা দূর করে।,1
"#সর্দি_সারাতে : এক চা চামচ কালোজিরার তেল, সমপরিমাণ মধু বা এক কাপ রং চায়ের সাথে মিশিয়ে দৈনিক ৩বার সেব্য এবং মাথা, ঘাড়ে ও গলায় রোগ সেরে না যাওয়া পর্যন্ত মালিশ করতে হবে।",1
"ছাড়া এক চা-চামচ কালোজিরার সঙ্গে তিন চা-চামচ মধু ও দুই চা-চামচ তুলসী পাতার রস মিশিয়ে খেলে জ্বর, ব্যথা, সর্দি-কাশি দূর হয়। সর্দি বসে গেলে কালোজিরা বেটে কপালে প্রলেপ দিন। একই সঙ্গে পাতলা পরিষ্কার কাপড়ে বেঁধে ঘ্রান নিতে থাকুন, শ্লেষ্মা তরল হয়ে ঝরে পড়বে",1
#হার্টের_সমস্যা_ও_ব্লাড_প্রেসার_নিয়ন্ত্রনে : এক চা-চামচ কালোজিরার তেল সহ এক কাপ দুধ পান করুন। দৈনিক ২বার করে ৪/৫ সপ্তাহ সেব্য এবং শুধু কালোজিরার তেল বুকে নিয়মিত মালিশ করতে হবে,1
